household_id,efficient_windows,energy_intensity_kwh_m2,floor_area_m2,building_age,year_built,housing_type,climate_zone,cold_climate,household_size,income_bin
107709,0,175.3472973386824,74.3224,35.0,1985.0,Apt-5plus,Hot-Humid,0,5,6
107710,1,116.55776977805618,306.5799,15.0,2005.0,SF-Detached,Hot-Humid,0,4,16
107711,0,131.2920652185978,218.32205,55.0,1965.0,SF-Detached,Mixed-Humid,0,4,11
107712,0,79.14163165226373,241.5478,35.0,1985.0,SF-Detached,Mixed-Humid,0,3,11
107713,1,165.4841579118829,271.27676,45.0,1975.0,SF-Detached,Mixed-Humid,0,4,16
107714,1,285.66006799803495,157.9351,25.0,1995.0,SF-Detached,Hot-Humid,0,5,12
107715,0,375.94862160485593,121.70293,75.0,1945.0,SF-Detached,Very-Cold,1,2,7
107716,1,79.07121491234051,274.06385,55.0,1965.0,SF-Detached,Cold,1,1,15
107718,1,98.85763466370705,278.709,5.0,2015.0,SF-Detached,Mixed-Humid,0,5,14
107719,1,158.17163444314397,122.63195999999999,65.0,1955.0,SF-Detached,Hot-Humid,0,2,10
107720,0,186.75631666524671,98.47718,65.0,1955.0,SF-Detached,Mixed-Humid,0,1,7
107721,0,252.6021908170243,102.1933,35.0,1985.0,Mobile,Cold,1,2,14
107722,1,89.25663250718121,292.64445,45.0,1975.0,SF-Attached,Mixed-Humid,0,1,13
107723,1,208.93185695898097,269.4187,45.0,1975.0,SF-Detached,Marine,0,3,11
107724,1,93.29207628472633,167.2254,35.0,1985.0,SF-Detached,Hot-Humid,0,2,16
107725,1,88.21342688076918,255.48325,45.0,1975.0,SF-Detached,Hot-Humid,0,5,16
107726,1,356.5162884113478,80.82561,65.0,1955.0,SF-Detached,Cold,1,2,13
107727,1,99.49577912953333,113.34166,15.0,2005.0,Mobile,Mixed-Humid,0,1,7
107728,0,153.7905238399169,185.806,15.0,2005.0,SF-Attached,Mixed-Humid,0,5,15
107729,1,77.9457768194336,348.38625,35.0,1985.0,SF-Detached,Cold,1,5,15
107731,1,106.93739363705829,83.6127,15.0,2005.0,Apt-2to4,Mixed-Humid,0,2,3
107732,1,157.19870559459477,668.9016,45.0,1975.0,SF-Detached,Cold,1,1,15
107733,0,117.35470432076853,241.5478,55.0,1965.0,SF-Detached,Cold,1,2,12
107734,1,122.98118606815605,195.09629999999999,55.0,1965.0,SF-Detached,Marine,0,3,16
107735,0,140.14326614288947,72.46433999999999,15.0,2005.0,Apt-5plus,Mixed-Humid,0,3,14
107736,1,236.68664799583925,91.04494,65.0,1955.0,SF-Detached,Hot-Humid,0,2,12
107737,1,33.07978480552734,171.87055,75.0,1945.0,Apt-2to4,Cold,1,3,16
107738,0,275.7246409514639,130.0642,75.0,1945.0,SF-Detached,Cold,1,4,15
107739,1,180.4652755459362,140.28353,55.0,1965.0,SF-Detached,Cold,1,2,12
107740,0,134.98572717023794,263.84452,45.0,1975.0,SF-Detached,Mixed-Humid,0,2,16
107741,1,182.71460066295043,228.54138,55.0,1965.0,SF-Detached,Cold,1,4,7
107742,1,99.77895042284119,90.11591,55.0,1965.0,Apt-5plus,Mixed-Humid,0,1,11
107743,1,102.3015506871212,213.6769,15.0,2005.0,SF-Detached,Hot-Dry,0,4,12
107744,1,59.36401461379166,114.27069,35.0,1985.0,SF-Attached,Marine,0,1,14
107745,1,167.0898441012906,199.74145,25.0,1995.0,SF-Detached,Mixed-Humid,0,4,14
107746,1,100.05355315659138,190.45115,15.0,2005.0,SF-Detached,Cold,1,3,15
107747,0,155.4889310063392,77.10949,55.0,1965.0,Apt-5plus,Hot-Humid,0,3,8
107748,1,179.38865515971352,258.27034,35.0,1985.0,SF-Detached,Cold,1,4,9
107749,1,108.45829707550803,260.1284,35.0,1985.0,SF-Detached,Hot-Humid,0,2,15
107750,0,209.17090263546447,167.2254,65.0,1955.0,SF-Detached,Cold,1,3,1
107751,0,70.97686913037239,65.0321,45.0,1975.0,Apt-5plus,Cold,1,1,11
107752,1,167.3406758657001,83.6127,45.0,1975.0,Apt-5plus,Cold,1,1,9
107753,0,71.78351373912984,55.7418,25.0,1995.0,Apt-2to4,Mixed-Humid,0,1,6
107754,1,134.41055891922065,128.20614,75.0,1945.0,SF-Detached,Cold,1,1,14
107756,1,80.94308660115921,139.3545,55.0,1965.0,SF-Detached,Cold,1,2,16
107757,0,75.05005336430115,162.58025,45.0,1975.0,SF-Detached,Mixed-Humid,0,1,9
107758,1,130.53027880317362,130.0642,45.0,1975.0,SF-Detached,Cold,1,1,14
107759,1,104.13837114513255,90.11591,35.0,1985.0,Apt-5plus,Marine,0,3,14
107760,0,96.45853467496839,66.89016,35.0,1985.0,Apt-5plus,Cold,1,1,15
107761,0,147.8317036218425,113.34166,45.0,1975.0,SF-Attached,Mixed-Humid,0,1,11
107762,0,97.50006477762297,169.08346,75.0,1945.0,SF-Detached,Marine,0,4,13
107764,0,117.50191923591619,68.74822,15.0,2005.0,Apt-5plus,Hot-Dry,0,1,5
107765,0,58.52577631113036,213.6769,45.0,1975.0,SF-Detached,Hot-Humid,0,3,14
107766,1,139.83479577141526,106.83845,5.0,2015.0,Apt-5plus,Hot-Dry,0,3,9
107768,0,168.29872706466477,174.65764,75.0,1945.0,SF-Attached,Mixed-Humid,0,3,16
107769,1,158.97979932737613,244.33489,75.0,1945.0,SF-Detached,Cold,1,4,16
107770,1,153.09256285798716,108.69651,45.0,1975.0,SF-Attached,Cold,1,2,15
107771,1,131.11644736212043,130.0642,75.0,1945.0,SF-Detached,Cold,1,1,7
107772,0,115.19229915291581,222.9672,75.0,1945.0,SF-Detached,Mixed-Humid,0,2,5
107773,1,107.14579633683182,241.5478,45.0,1975.0,SF-Detached,Cold,1,2,13
107774,1,150.06512228543247,111.4836,25.0,1995.0,SF-Attached,Cold,1,2,15
107775,1,111.922543754134,204.3866,15.0,2005.0,SF-Detached,Cold,1,2,11
107776,1,98.03995267499569,483.0956,45.0,1975.0,SF-Detached,Mixed-Humid,0,1,13
107777,0,302.6987257594432,105.90942,25.0,1995.0,SF-Detached,Cold,1,4,14
107778,1,237.0259972877253,487.74075,35.0,1985.0,SF-Detached,Cold,1,3,16
107779,1,54.66897090107512,171.87055,15.0,2005.0,SF-Attached,Hot-Dry,0,2,15
107780,1,48.94125911597272,278.709,55.0,1965.0,SF-Detached,Hot-Humid,0,2,14
107781,1,186.22749822138283,97.54814999999999,55.0,1965.0,SF-Detached,Mixed-Humid,0,2,14
107782,0,105.52990036027842,329.80565,5.0,2015.0,SF-Detached,Hot-Humid,0,4,16
107783,1,29.865757511912484,209.03175,45.0,1975.0,SF-Attached,Cold,1,1,16
107784,1,164.51498884232353,78.96755,45.0,1975.0,SF-Attached,Cold,1,1,6
107787,1,126.97701966669031,195.09629999999999,45.0,1975.0,SF-Detached,Cold,1,2,13
107788,1,158.68584052580226,230.39944,15.0,2005.0,SF-Detached,Hot-Humid,0,3,15
107789,1,160.29607500669826,121.70293,55.0,1965.0,SF-Detached,Mixed-Humid,0,2,12
107790,1,97.11558272531714,239.68974,25.0,1995.0,SF-Detached,Cold,1,1,12
107791,0,146.2250105754554,176.5157,25.0,1995.0,SF-Detached,Mixed-Humid,0,5,14
107792,1,109.91600999805317,46.4515,45.0,1975.0,Apt-5plus,Very-Cold,1,1,3
107793,1,190.34096811793898,143.07062,45.0,1975.0,SF-Detached,Cold,1,1,12
107794,1,72.79089041461552,79.89658,15.0,2005.0,Apt-5plus,Hot-Dry,0,1,13
107795,1,260.2280430189044,84.54173,75.0,1945.0,SF-Detached,Hot-Humid,0,5,13
107796,1,231.90992661153732,128.20614,55.0,1965.0,SF-Detached,Mixed-Humid,0,2,1
107797,1,125.68747217038585,155.14801,55.0,1965.0,SF-Detached,Mixed-Humid,0,2,5
107798,0,38.88240625264195,139.3545,25.0,1995.0,SF-Detached,Hot-Humid,0,1,15
107799,0,57.951591865450446,315.8702,15.0,2005.0,SF-Detached,Mixed-Humid,0,3,15
107800,1,244.7214850763465,76.18046,45.0,1975.0,SF-Detached,Cold,1,2,14
107801,1,119.99098466349706,320.51535,15.0,2005.0,SF-Detached,Cold,1,4,15
107802,0,91.67608099257018,114.27069,25.0,1995.0,Mobile,Marine,0,1,7
107803,0,226.35464638898574,91.97397,35.0,1985.0,SF-Attached,Marine,0,4,15
107804,1,107.9923598433768,83.6127,45.0,1975.0,Apt-5plus,Hot-Dry,0,3,10
107805,0,190.43823240717666,118.91584,15.0,2005.0,Mobile,Cold,1,4,8
107806,1,111.47027455996684,78.96755,5.0,2015.0,Mobile,Hot-Humid,0,1,7
107807,1,111.47291379082662,204.3866,15.0,2005.0,SF-Detached,Hot-Dry,0,5,12
107808,1,60.32749379114426,181.16085,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,11
107809,0,191.6551793281155,55.7418,65.0,1955.0,Apt-2to4,Mixed-Humid,0,1,14
107810,1,136.13273380851524,146.78674,45.0,1975.0,SF-Attached,Mixed-Humid,0,1,8
107811,1,90.87330039460164,111.4836,75.0,1945.0,SF-Detached,Hot-Dry,0,3,1
107812,1,180.9752076804791,235.04459,75.0,1945.0,SF-Detached,Mixed-Humid,0,2,11
107813,0,65.61917493622862,148.6448,45.0,1975.0,Apt-2to4,Marine,0,2,16
107814,1,334.13562321372797,60.38695,45.0,1975.0,Apt-2to4,Mixed-Humid,0,1,13
107815,0,136.1137292359615,169.08346,15.0,2005.0,SF-Detached,Hot-Humid,0,2,10
107816,0,88.40477879371826,510.9665,75.0,1945.0,SF-Detached,Mixed-Humid,0,2,16
107817,1,198.30576719054807,185.806,35.0,1985.0,SF-Detached,Cold,1,2,14
107818,0,175.90561890039973,141.21256,65.0,1955.0,SF-Detached,Cold,1,2,13
107819,1,56.352845657556344,169.08346,65.0,1955.0,SF-Detached,Mixed-Humid,0,2,6
107820,0,130.2202868032462,116.12875,35.0,1985.0,Mobile,Cold,1,1,2
107821,1,119.08795511939378,171.87055,35.0,1985.0,SF-Detached,Marine,0,4,16
107822,1,86.48666657592668,232.2575,65.0,1955.0,SF-Detached,Mixed-Humid,0,2,14
107823,0,154.21100750909804,74.3224,75.0,1945.0,SF-Detached,Mixed-Humid,0,1,1
107824,1,271.7295579286514,134.70935,15.0,2005.0,Apt-2to4,Mixed-Humid,0,3,13
107825,1,93.80814326410999,418.0635,75.0,1945.0,SF-Detached,Cold,1,1,13
107826,1,56.94778151404966,160.72219,25.0,1995.0,Apt-5plus,Mixed-Humid,0,2,16
107827,1,138.0818463919901,111.4836,25.0,1995.0,SF-Detached,Hot-Humid,0,2,8
107828,1,308.2380999572681,162.58025,15.0,2005.0,SF-Detached,Very-Cold,1,5,15
107829,0,157.78070996478993,195.09629999999999,15.0,2005.0,SF-Detached,Hot-Humid,0,5,12
107830,0,138.86612217802,167.2254,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,11
107831,1,92.9332086826701,447.79246,55.0,1965.0,SF-Detached,Cold,1,2,16
107832,1,138.055926147802,156.07704,15.0,2005.0,Mobile,Mixed-Humid,0,2,13
107833,1,143.06296285129807,222.9672,15.0,2005.0,SF-Detached,Cold,1,1,11
107834,1,275.9663098616052,92.903,45.0,1975.0,SF-Attached,Cold,1,2,7
107835,1,273.1969963673641,128.20614,65.0,1955.0,SF-Detached,Mixed-Humid,0,4,15
107836,0,119.59106448709576,55.7418,65.0,1955.0,Apt-5plus,Mixed-Humid,0,1,4
107837,1,133.88852396686673,232.2575,5.0,2015.0,SF-Detached,Hot-Dry,0,4,13
107839,0,71.81309681701318,167.2254,35.0,1985.0,SF-Detached,Mixed-Humid,0,1,2
107840,1,152.72659694825293,115.19972,25.0,1995.0,SF-Detached,Mixed-Humid,0,1,7
107841,0,157.73985036151436,132.85129,65.0,1955.0,SF-Detached,Hot-Dry,0,1,15
107842,1,152.64717969060936,130.0642,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,4
107843,1,151.02641709060612,130.0642,45.0,1975.0,SF-Detached,Hot-Dry,0,2,12
107844,1,144.5670104221257,159.79316,75.0,1945.0,SF-Detached,Cold,1,2,8
107845,1,105.81046347841288,265.70258,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,15
107846,1,157.60135178944554,278.709,55.0,1965.0,SF-Detached,Cold,1,1,8
107847,1,172.72037259920188,185.806,15.0,2005.0,Apt-2to4,Cold,1,3,16
107848,1,83.78678750279843,390.19259999999997,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,16
107849,0,441.26800805763196,88.25785,25.0,1995.0,SF-Detached,Hot-Dry,0,3,11
107850,1,125.83317904443554,130.0642,25.0,1995.0,Mobile,Mixed-Humid,0,2,12
107851,1,80.90506518914582,599.22435,25.0,1995.0,SF-Detached,Cold,1,2,16
107852,1,99.37674407337539,139.3545,15.0,2005.0,Mobile,Mixed-Humid,0,2,13
107853,1,109.59285822010958,73.39337,55.0,1965.0,SF-Attached,Cold,1,1,4
107855,1,169.42312826286252,74.3224,25.0,1995.0,SF-Attached,Very-Cold,1,1,15
107856,0,221.6478960442609,54.81277,15.0,2005.0,Apt-5plus,Cold,1,3,10
107857,1,273.7745613110591,130.0642,5.0,2015.0,Mobile,Hot-Humid,0,3,13
107858,0,179.56057256840901,111.4836,35.0,1985.0,SF-Attached,Hot-Dry,0,4,7
107859,1,186.3230817547364,106.83845,35.0,1985.0,SF-Attached,Cold,1,1,9
107860,1,240.00667788989287,63.17404,25.0,1995.0,Apt-2to4,Cold,1,2,12
107861,1,223.0439112930233,194.16727,65.0,1955.0,SF-Detached,Cold,1,2,13
107862,1,51.396899937571135,390.19259999999997,35.0,1985.0,SF-Detached,Cold,1,2,14
107863,1,199.61346562662277,155.14801,55.0,1965.0,SF-Detached,Cold,1,2,15
107864,1,159.49550083174782,120.7739,45.0,1975.0,SF-Detached,Cold,1,4,14
107865,1,197.81289348442914,213.6769,25.0,1995.0,SF-Detached,Cold,1,1,12
107866,1,151.36671812553124,278.709,35.0,1985.0,SF-Detached,Cold,1,6,14
107867,1,124.59733444908859,175.58667,65.0,1955.0,SF-Attached,Mixed-Humid,0,3,11
107868,1,104.86984749133255,102.1933,75.0,1945.0,Apt-5plus,Mixed-Humid,0,2,15
107869,1,238.89455772260393,130.0642,35.0,1985.0,SF-Detached,Cold,1,1,14
107871,1,111.87556944263008,292.64445,45.0,1975.0,SF-Detached,Mixed-Humid,0,5,12
107872,1,51.337371138350626,108.69651,55.0,1965.0,Apt-5plus,Hot-Dry,0,1,12
107873,0,126.7240172145647,241.5478,25.0,1995.0,SF-Detached,Hot-Humid,0,4,15
107874,1,196.31231756289273,100.33524,55.0,1965.0,SF-Detached,Hot-Humid,0,3,9
107875,1,240.7164119166115,219.25108,15.0,2005.0,SF-Detached,Very-Cold,1,1,15
107876,1,129.51355395679496,248.05101,75.0,1945.0,SF-Detached,Cold,1,1,8
107877,1,94.8276039024925,332.59274,45.0,1975.0,SF-Detached,Cold,1,1,11
107878,1,82.3566982767086,222.03817,45.0,1975.0,SF-Detached,Mixed-Humid,0,4,15
107879,1,112.96400055920101,248.05101,35.0,1985.0,SF-Detached,Cold,1,3,16
107880,0,165.54657085029984,167.2254,35.0,1985.0,SF-Detached,Cold,1,4,14
107881,1,268.4940541035623,186.73503,25.0,1995.0,SF-Detached,Very-Cold,1,2,11
107882,1,342.09970514083926,88.25785,45.0,1975.0,SF-Attached,Very-Cold,1,2,11
107883,1,119.06414664366844,329.80565,25.0,1995.0,SF-Detached,Cold,1,2,16
107884,0,349.7893326450062,165.36734,65.0,1955.0,SF-Detached,Mixed-Humid,0,2,16
107885,0,140.7650551180973,75.25143,35.0,1985.0,Apt-2to4,Hot-Humid,0,1,7
107886,0,142.9909413282505,153.28995,75.0,1945.0,SF-Detached,Cold,1,2,10
107887,1,110.2798076580861,413.41835,35.0,1985.0,SF-Detached,Cold,1,6,16
107889,1,79.81672461252121,204.3866,15.0,2005.0,SF-Detached,Hot-Humid,0,1,15
107890,0,57.07271048705551,445.9344,35.0,1985.0,SF-Detached,Hot-Humid,0,5,14
107891,1,113.51331927887557,167.2254,75.0,1945.0,SF-Detached,Marine,0,4,16
107892,1,150.8605180139487,167.2254,75.0,1945.0,SF-Detached,Cold,1,3,13
107893,1,171.95575959751926,90.11591,45.0,1975.0,Apt-5plus,Cold,1,2,15
107894,0,83.7402647579416,66.89016,5.0,2015.0,Apt-5plus,Hot-Humid,0,2,3
107895,1,123.32548776579033,165.36734,45.0,1975.0,SF-Detached,Cold,1,1,11
107896,1,246.51077570314715,139.3545,55.0,1965.0,SF-Detached,Hot-Humid,0,4,10
107897,1,159.71833647135998,185.806,15.0,2005.0,SF-Detached,Marine,0,6,11
107898,1,64.21336697384825,79.89658,15.0,2005.0,Apt-5plus,Cold,1,1,7
107899,1,146.73581949392133,286.14124,35.0,1985.0,SF-Detached,Hot-Dry,0,2,14
107900,0,80.3885685646012,49.23859,35.0,1985.0,Apt-2to4,Hot-Humid,0,2,12
107901,1,265.537856721856,144.92867999999999,75.0,1945.0,SF-Detached,Mixed-Humid,0,5,1
107902,1,126.76262871490819,90.11591,55.0,1965.0,SF-Detached,Marine,0,2,10
107904,1,148.4463215422191,139.3545,35.0,1985.0,SF-Detached,Cold,1,2,14
107906,1,41.13274612189638,86.39979,75.0,1945.0,Apt-5plus,Cold,1,2,3
107907,0,132.4449283609173,98.47718,75.0,1945.0,SF-Detached,Hot-Dry,0,5,13
107908,1,38.77468739606484,557.418,25.0,1995.0,SF-Detached,Mixed-Humid,0,2,15
107909,1,131.16103883728044,174.65764,35.0,1985.0,SF-Detached,Cold,1,2,11
107910,0,117.53449496042195,77.10949,25.0,1995.0,Apt-2to4,Hot-Humid,0,3,13
107911,1,184.20511819166836,129.13517,75.0,1945.0,SF-Detached,Cold,1,1,5
107912,1,357.75834213950304,78.96755,45.0,1975.0,SF-Detached,Marine,0,4,15
107913,1,192.25968983035844,118.91584,25.0,1995.0,Mobile,Cold,1,2,14
107915,1,105.70590794714244,119.84487,25.0,1995.0,SF-Detached,Mixed-Humid,0,1,13
107916,0,259.3007600483129,94.76106,55.0,1965.0,SF-Attached,Mixed-Humid,0,2,8
107917,0,138.3409086297102,334.4508,35.0,1985.0,SF-Detached,Mixed-Humid,0,2,13
107918,1,148.8855111662919,143.07062,55.0,1965.0,SF-Detached,Mixed-Humid,0,1,5
107919,1,121.9274133565211,171.87055,15.0,2005.0,SF-Detached,Hot-Humid,0,3,16
107920,1,285.6601867592063,185.806,75.0,1945.0,SF-Detached,Cold,1,3,9
107921,1,110.07441791633762,185.806,45.0,1975.0,SF-Detached,Cold,1,2,14
107922,1,325.9668863442341,206.24466,35.0,1985.0,SF-Detached,Cold,1,2,13
107923,0,227.29464618987487,176.5157,35.0,1985.0,SF-Detached,Cold,1,1,15
107924,1,186.6824507078968,65.0321,35.0,1985.0,Apt-5plus,Cold,1,2,3
107925,0,45.98595319886249,195.09629999999999,5.0,2015.0,SF-Attached,Mixed-Humid,0,1,15
107926,0,154.22868839964715,265.70258,15.0,2005.0,SF-Detached,Cold,1,1,12
107927,0,169.8591332009665,219.25108,55.0,1965.0,SF-Detached,Cold,1,4,14
107928,1,120.02134749141722,274.06385,55.0,1965.0,SF-Detached,Cold,1,1,11
107929,1,134.380758867779,89.18688,25.0,1995.0,Apt-5plus,Mixed-Humid,0,2,1
107930,1,53.95129531222927,185.806,35.0,1985.0,SF-Detached,Hot-Humid,0,2,9
107931,1,128.63625178471221,46.4515,75.0,1945.0,Apt-2to4,Mixed-Humid,0,4,16
107932,1,218.24238722631517,195.09629999999999,15.0,2005.0,SF-Detached,Cold,1,3,16
107933,1,54.80101290593267,309.36699,55.0,1965.0,SF-Detached,Marine,0,2,14
107934,1,278.07024153616925,83.6127,25.0,1995.0,SF-Detached,Hot-Humid,0,1,7
107935,0,68.53729670703525,83.6127,35.0,1985.0,Apt-5plus,Hot-Humid,0,1,11
107936,1,165.52071404204335,151.43189,65.0,1955.0,SF-Detached,Cold,1,2,12
107937,1,147.4690100390684,222.9672,35.0,1985.0,SF-Detached,Hot-Dry,0,2,14
107938,1,131.75990828767905,275.92191,15.0,2005.0,SF-Detached,Cold,1,2,15
107939,1,182.58608697075482,260.1284,45.0,1975.0,SF-Detached,Cold,1,3,13
107940,1,154.2302521074351,232.2575,45.0,1975.0,SF-Detached,Cold,1,2,14
107941,1,211.70982472845014,167.2254,55.0,1965.0,SF-Attached,Cold,1,2,10
107942,1,81.68742224239907,157.9351,5.0,2015.0,Apt-5plus,Cold,1,2,16
107943,1,45.255748596540656,285.21220999999997,25.0,1995.0,SF-Detached,Cold,1,2,14
107944,1,126.73462260533059,102.1933,65.0,1955.0,SF-Detached,Mixed-Humid,0,2,16
107945,1,95.29437045817859,418.0635,65.0,1955.0,SF-Detached,Cold,1,2,16
107946,0,139.3402225470367,83.6127,15.0,2005.0,Mobile,Marine,0,1,5
107947,1,89.2406141818344,92.903,55.0,1965.0,Apt-2to4,Very-Cold,1,1,12
107948,0,125.15694857112642,60.38695,45.0,1975.0,Apt-5plus,Mixed-Humid,0,1,11
107949,0,183.01956193241926,65.0321,55.0,1965.0,Apt-5plus,Cold,1,1,6
107950,1,137.2960757163863,218.32205,45.0,1975.0,SF-Detached,Cold,1,4,11
107952,0,179.2909599676049,111.4836,35.0,1985.0,SF-Attached,Mixed-Humid,0,3,16
107953,1,262.14855628844634,222.9672,35.0,1985.0,SF-Detached,Hot-Humid,0,3,15
107954,1,125.82121109472152,311.22505,15.0,2005.0,SF-Detached,Mixed-Humid,0,3,16
107955,1,106.60698751076644,175.58667,65.0,1955.0,SF-Detached,Cold,1,1,10
107957,0,85.38963351326638,139.3545,15.0,2005.0,SF-Detached,Mixed-Humid,0,2,14
107958,1,118.8442371176311,411.56029,65.0,1955.0,SF-Detached,Mixed-Humid,0,3,4
107959,1,176.89028451080958,213.6769,25.0,1995.0,SF-Detached,Cold,1,4,15
107960,1,132.1700127050193,157.9351,75.0,1945.0,SF-Detached,Marine,0,3,11
107962,1,31.598302385504052,139.3545,75.0,1945.0,SF-Detached,Mixed-Humid,0,1,12
107964,1,116.50018314961682,185.806,35.0,1985.0,SF-Attached,Mixed-Humid,0,3,15
107965,1,71.9873039684309,280.56706,45.0,1975.0,SF-Detached,Mixed-Humid,0,7,12
107966,1,38.442692706560635,222.9672,35.0,1985.0,SF-Detached,Cold,1,3,16
107967,1,424.37655241226446,102.1933,65.0,1955.0,SF-Detached,Cold,1,2,15
107968,0,72.38653480423116,164.43831,45.0,1975.0,Apt-5plus,Cold,1,2,16
107969,1,197.78417217867073,161.65122,35.0,1985.0,SF-Detached,Marine,0,4,16
107970,0,150.2993193152729,92.903,65.0,1955.0,Apt-5plus,Mixed-Humid,0,2,13
107971,0,81.34347875640034,315.8702,55.0,1965.0,SF-Detached,Cold,1,2,7
107972,1,334.2589235242529,159.79316,65.0,1955.0,SF-Detached,Cold,1,4,15
107973,1,154.27273479746893,197.88339,25.0,1995.0,SF-Detached,Mixed-Humid,0,4,15
107974,0,254.31571540998112,127.27711,65.0,1955.0,SF-Detached,Hot-Humid,0,1,12
107975,0,100.79258410535851,125.41905,55.0,1965.0,SF-Detached,Hot-Humid,0,4,11
107976,1,154.81417656222922,102.1933,25.0,1995.0,SF-Detached,Hot-Dry,0,2,14
107977,1,59.59371257105288,247.12198,15.0,2005.0,SF-Detached,Hot-Dry,0,2,15
107978,1,107.36296746707184,360.46364,55.0,1965.0,SF-Detached,Cold,1,2,15
107980,1,187.76484377536528,84.54173,65.0,1955.0,Apt-5plus,Mixed-Humid,0,1,8
107981,1,194.126198793578,185.806,55.0,1965.0,SF-Detached,Cold,1,2,12
107983,1,128.44853243410554,83.6127,55.0,1965.0,SF-Detached,Mixed-Dry,0,1,9
107984,0,144.4580647224981,109.62554,35.0,1985.0,Mobile,Mixed-Humid,0,7,1
107986,1,96.20988578262987,102.1933,35.0,1985.0,Apt-5plus,Hot-Humid,0,2,12
107987,0,131.6009794732133,242.47683,15.0,2005.0,SF-Detached,Marine,0,2,15
107988,1,385.84209528598666,83.6127,65.0,1955.0,Apt-2to4,Mixed-Humid,0,4,16
107989,1,202.07230828566375,603.8695,25.0,1995.0,SF-Detached,Cold,1,2,14
107990,1,338.66577433863256,148.6448,45.0,1975.0,SF-Attached,Very-Cold,1,1,15
107991,1,141.7017312966769,32.51605,75.0,1945.0,Apt-5plus,Hot-Dry,0,1,1
107992,0,144.59216524941385,250.8381,25.0,1995.0,SF-Detached,Cold,1,3,15
107993,1,202.10101144762777,133.78032,45.0,1975.0,SF-Detached,Mixed-Humid,0,7,10
107994,1,124.83294754095094,199.74145,15.0,2005.0,SF-Detached,Hot-Humid,0,1,15
107995,0,55.726382410694086,247.12198,25.0,1995.0,SF-Detached,Mixed-Dry,0,1,10
107996,1,251.51025277355964,209.03175,75.0,1945.0,SF-Detached,Cold,1,1,8
107997,1,128.17496607597295,348.38625,15.0,2005.0,SF-Detached,Mixed-Humid,0,3,16
107998,1,237.53418838942977,102.1933,65.0,1955.0,SF-Detached,Cold,1,2,12
107999,1,215.37815318972113,157.9351,55.0,1965.0,SF-Detached,Mixed-Humid,0,3,16
108000,1,99.08522019109994,445.9344,35.0,1985.0,SF-Detached,Mixed-Humid,0,6,4
108001,1,120.67725996152791,134.70935,25.0,1995.0,Mobile,Hot-Humid,0,1,1
108002,1,210.3707420177256,90.11591,35.0,1985.0,Apt-2to4,Cold,1,4,2
108003,1,33.763803012003024,343.7411,15.0,2005.0,SF-Detached,Hot-Humid,0,2,15
108004,0,258.7008352079316,111.4836,55.0,1965.0,SF-Detached,Hot-Humid,0,2,8
108006,1,246.088375618346,111.4836,65.0,1955.0,SF-Detached,Mixed-Humid,0,1,5
108007,1,346.2281882148692,35.30314,75.0,1945.0,Apt-2to4,Mixed-Humid,0,2,13
108008,1,61.138279757330245,185.806,25.0,1995.0,SF-Detached,Marine,0,4,12
108009,0,68.19512144292061,69.67725,45.0,1975.0,Apt-2to4,Mixed-Humid,0,3,7
108010,1,160.0631048751538,204.3866,25.0,1995.0,SF-Attached,Mixed-Humid,0,5,14
108011,0,72.0593303740398,278.709,75.0,1945.0,SF-Detached,Hot-Dry,0,4,8
108012,1,211.40776872185867,79.89658,25.0,1995.0,Mobile,Hot-Humid,0,3,10
108013,1,224.37047073547666,297.2896,25.0,1995.0,SF-Detached,Cold,1,2,16
108014,1,139.24734835939893,176.5157,35.0,1985.0,SF-Attached,Very-Cold,1,2,14
108015,1,168.66246373375108,222.9672,25.0,1995.0,SF-Detached,Hot-Humid,0,2,15
108016,0,223.67571450936546,102.1933,65.0,1955.0,Apt-2to4,Cold,1,1,3
108017,0,217.13713430580216,39.94829,35.0,1985.0,Apt-5plus,Hot-Dry,0,1,2
108018,0,167.71063458715116,65.0321,25.0,1995.0,Apt-5plus,Cold,1,1,11
108019,1,159.7263982105936,209.03175,75.0,1945.0,SF-Detached,Cold,1,1,13
108020,1,151.1735303235775,119.84487,75.0,1945.0,SF-Detached,Cold,1,2,7
108021,1,165.22821405555376,91.04494,65.0,1955.0,SF-Detached,Marine,0,1,12
108022,1,158.85860051430467,241.5478,15.0,2005.0,SF-Detached,Cold,1,2,15
108024,1,134.57055151804934,132.85129,55.0,1965.0,SF-Detached,Marine,0,1,11
108025,1,126.31146050181249,32.51605,45.0,1975.0,SF-Detached,Hot-Humid,0,1,6
108026,0,134.51618077465807,360.46364,75.0,1945.0,SF-Detached,Mixed-Humid,0,4,7
108027,1,100.7270963855858,219.25108,65.0,1955.0,SF-Detached,Cold,1,2,13
108029,1,160.70892092713805,278.709,55.0,1965.0,SF-Detached,Mixed-Humid,0,5,15
108030,1,222.76060179966578,154.21898,65.0,1955.0,SF-Attached,Mixed-Humid,0,4,16
108031,0,140.7196274400622,260.1284,15.0,2005.0,SF-Detached,Hot-Dry,0,7,16
